Czas [s],P1[kPa],P2[[kPa],T[C],F[m^3/h],CV[%],X[%],PV[%]
3174,635.409,352.1368,96.47131,363.8584,32.79609,32.64957,49.49939
3175,631.0134,359.4628,96.49573,367.3993,33.67521,33.33333,49.57265
3176,631.9902,367.033,96.47131,369.5971,33.60195,31.72161,49.69475
3177,632.2344,359.2186,96.49573,369.8413,34.04151,32.64957,49.49939
3178,631.9902,358.486,96.49573,369.8413,33.04029,32.62515,49.20635
3179,629.7924,360.928,96.47131,369.8413,33.18681,32.91819,49.27961
3180,627.5946,351.6484,96.47131,370.9402,32.99145,32.01465,48.86447
3181,624.1758,357.7534,96.49573,372.6496,32.84493,32.01465,49.15751
3182,625.3968,357.5092,96.44689,373.5043,32.74725,31.62393,48.79121
3183,623.6874,362.3932,96.47131,374.4811,32.84493,31.40415,49.54823
3184,622.7106,356.7766,96.49573,375.0916,33.74847,32.08791,49.62149
3185,630.2808,354.5788,96.44689,375.3358,33.62637,31.99023,49.91453
3186,631.9902,351.16,96.47131,372.8938,33.74847,32.21001,49.20635
3187,633.4554,350.1832,96.47131,370.696,32.84493,32.82051,49.15751
3188,631.746,353.8462,96.47131,369.5971,33.04029,31.81929,48.86447
3189,629.0598,363.6142,96.47131,369.475,32.33211,31.77045,49.05983
3190,624.6642,375.58,96.44689,371.4286,33.30891,33.23565,49.59707
3191,625.1526,366.7888,96.49573,373.9927,33.60195,31.96581,49.76801
3192,632.4786,361.1722,96.49573,373.138,34.04151,32.18559,49.76801
3193,636.8742,351.16,96.49573,369.2308,33.69963,33.16239,49.37729
3194,637.1184,351.16,96.47131,367.2772,33.74847,32.60073,49.91453
3195,634.9206,360.928,96.49573,366.1783,33.94383,32.72283,49.79243
3196,635.1648,349.939,96.47131,365.9341,34.01709,32.89377,50.18315
3197,633.6996,350.6716,96.49573,366.0562,34.52992,33.01587,49.79243
3198,640.7814,352.1368,96.49573,366.0562,34.11477,33.08913,50.13431
3199,640.5372,350.4274,96.52015,364.4689,34.5055,33.50427,49.59707
3200,643.7118,354.823,96.47131,363.7363,33.45543,33.62637,49.59707
3201,638.5836,353.8462,96.49573,363.2479,33.84615,32.84493,49.37729
3202,634.188,355.7998,96.52015,363.7363,33.28449,33.18681,49.49939
3203,631.9902,352.6252,96.47131,366.7888,33.79731,32.74725,49.45055
3204,632.2344,357.7534,96.49573,368.3761,33.23565,33.23565,49.40171
3205,632.967,356.5324,96.49573,369.3529,33.79731,32.72283,50.08547
3206,633.9438,366.3004,96.49573,369.475,34.18803,31.81929,49.89011
3207,642.2466,352.6252,96.52015,368.4982,34.40781,33.08913,50.10989
3208,643.956,348.4737,96.49573,364.9573,34.23687,34.16361,49.59707
3209,643.956,355.0672,96.49573,363.0037,33.62637,33.13797,49.64591
3210,641.514,356.2882,96.49573,362.8816,33.28449,33.11355,48.62027
3211,637.1184,359.2186,96.52015,363.4921,32.13675,34.31013,48.86447
3212,623.9316,362.3932,96.49573,366.1783,32.64957,33.28449,48.71795
3213,618.5592,364.8352,96.52015,371.5507,32.55189,30.86691,49.13309
3214,619.536,373.8706,96.52015,374.359,33.35775,32.08791,49.08425
3215,627.1062,364.8352,96.52015,374.7253,32.79609,31.35531,49.15751
3216,625.3968,363.6142,96.49573,374.359,33.38217,32.60073,49.32845
3217,628.3272,361.9048,96.49573,372.8938,33.08913,31.96581,49.10867
3218,625.1526,356.5324,96.49573,372.7717,33.45543,31.77045,49.49939
3219,629.5482,366.7888,96.52015,372.5275,33.74847,32.57631,49.47497
3220,630.7692,357.265,96.49573,371.917,33.84615,32.99145,49.69475
3221,633.9438,355.0672,96.52015,369.7192,33.84615,32.03907,49.01099
3222,636.3858,351.4042,96.52015,368.3761,32.79609,33.13797,49.52381
3223,634.6764,362.8816,96.49573,367.6435,33.65079,32.60073,49.42613
3224,628.3272,357.0208,96.49573,368.1319,33.08913,33.45543,49.67033
3225,632.7228,361.4164,96.52015,368.7424,33.62637,31.77045,49.25519
3226,626.3736,356.7766,96.52015,370.0855,33.30891,33.23565,49.62149
3227,627.5946,364.591,96.52015,370.9402,34.04151,32.13675,49.54823
3228,631.5018,357.265,96.52015,370.9402,33.47985,32.40537,49.47497
3229,634.9206,364.1026,96.54457,371.0623,33.79731,32.11233,49.74359
3230,635.6532,357.5092,96.52015,370.8181,33.72405,33.13797,49.45055
3231,635.8974,365.0794,96.49573,369.1087,33.72405,32.45421,49.54823
3232,635.409,352.6252,96.52015,368.6203,33.69963,32.40537,49.45055
3233,631.5018,359.2186,96.52015,368.1319,33.69963,32.16117,49.84127
3234,634.9206,363.37,96.52015,367.8877,33.94383,32.45421,49.18193
3235,633.6996,354.5788,96.52015,368.1319,32.94261,32.21001,49.45055
3236,631.9902,354.3346,96.52015,367.7656,33.43101,33.13797,49.37729
3237,631.2576,352.8694,96.52015,367.6435,33.38217,32.94261,50.18315
3238,632.2344,358.9744,96.49573,368.8645,34.55434,32.55189,49.84127
3239,636.1416,349.4505,96.54457,369.3529,34.09035,33.21123,49.81685
3240,637.1184,348.4737,96.47131,365.5678,34.31013,32.18559,49.76801
3241,640.293,352.1368,96.54457,365.2015,33.74847,33.99267,49.69475
3242,642.735,348.9621,96.52015,364.591,34.35897,33.43101,49.98779
3243,640.0488,353.8462,96.49573,364.3468,34.28571,33.16239,49.57265
3244,639.072,351.8926,96.52015,363.9805,33.87057,33.47985,49.49939
3245,638.0952,347.7411,96.49573,363.9805,33.55311,33.57753,49.08425
3246,633.9438,357.9976,96.49573,364.3468,33.13797,32.62515,49.67033
3247,628.8156,365.5678,96.52015,366.5446,34.01709,33.33333,49.69475
3248,631.2576,360.6838,96.54457,368.1319,34.16361,32.35653,50.25641
3249,644.6886,350.9158,96.54457,368.3761,34.57876,33.79731,49.79243
3250,643.2234,360.4396,96.49573,364.2247,34.04151,32.82051,50.30525
3251,644.4444,348.9621,96.52015,362.5153,34.89622,33.65079,50.28083
3252,642.735,347.2527,96.52015,361.5385,34.7497,33.55311,50.57387
3253,643.2234,347.7411,96.54457,361.4164,35.2381,34.94506,50.45177
3254,647.619,340.9035,96.47131,359.707,34.94506,34.01709,50.35409
3255,643.7118,339.6825,96.52015,358.8523,35.21368,33.91941,50.23199
3256,651.0379,342.1245,96.52015,358.1197,34.55434,34.21245,49.71917
3257,648.84,347.9853,96.52015,357.5092,34.26129,33.57753,49.84127
3258,640.0488,354.823,96.49573,358.486,34.23687,33.74847,49.35287
3259,639.8046,356.044,96.52015,360.6838,33.50427,33.79731,49.45055
3260,637.6068,348.4737,96.49573,363.0037,33.69963,33.28449,49.10867
3261,632.7228,354.823,96.52015,365.6899,33.23565,33.01587,49.69475
3262,629.7924,355.5556,96.52015,369.475,34.23687,31.99023,49.27961
3263,635.1648,357.0208,96.52015,370.2076,33.38217,32.94261,49.37729
3264,635.8974,363.6142,96.52015,369.1087,33.55311,33.16239,49.01099
3265,633.9438,356.7766,96.52015,367.7656,32.99145,32.13675,49.10867
3266,629.5482,361.9048,96.54457,368.7424,33.21123,32.99145,48.71795
3267,623.4432,356.2882,96.54457,370.5739,32.13675,31.77045,48.44933
3268,620.757,369.2308,96.52015,372.6496,32.50305,32.57631,49.03541
3269,620.0244,364.3468,96.49573,375.9463,33.21123,31.47741,49.42613
3270,624.42,364.591,96.49573,377.2894,33.74847,30.89133,49.76801
3271,634.4322,352.381,96.56899,374.7253,33.99267,32.42979,49.40171
3272,637.1184,355.7998,96.52015,371.3065,33.55311,33.04029,49.62149
3273,638.3394,353.8462,96.52015,367.7656,33.69963,32.84493,48.98657
3274,634.4322,356.2882,96.49573,366.7888,32.96703,32.57631,49.59707
3275,630.7692,358.486,96.54457,367.3993,33.94383,32.33211,49.42613
3276,630.525,359.2186,96.52015,368.7424,33.60195,32.38095,49.96337
3277,632.4786,351.4042,96.54457,369.5971,34.38339,32.89377,49.64591
3278,639.3162,357.7534,96.52015,368.3761,33.94383,33.60195,49.81685
3279,637.851,346.2759,96.52015,364.9573,34.28571,33.67521,49.74359
3280,640.293,350.4274,96.54457,364.4689,33.84615,33.99267,49.62149
3281,641.7582,357.265,96.54457,364.2247,34.09035,33.52869,49.49939
3282,637.3626,352.381,96.52015,364.3468,33.69963,33.79731,49.35287
3283,636.63,357.0208,96.52015,365.0794,33.72405,31.91697,49.79243
3284,632.4786,350.6716,96.54457,366.0562,34.04151,32.11233,49.40171
3285,631.2576,350.1832,96.52015,368.3761,33.74847,33.30891,49.93895
3286,638.8278,347.9853,96.52015,368.254,34.40781,32.86935,49.84127
3287,641.0256,353.1136,96.54457,365.0794,34.28571,33.57753,50.23199
3288,642.2466,356.5324,96.54457,364.4689,34.84738,32.86935,49.81685
3289,644.2002,346.5201,96.56899,364.2247,34.11477,34.26129,49.89011
3290,642.9792,350.9158,96.52015,363.9805,34.35897,33.23565,49.32845
3291,642.2466,352.8694,96.52015,363.1258,33.55311,33.65079,49.49939
3292,637.1184,355.0672,96.56899,363.4921,33.89499,31.74603,49.57265
3293,635.409,348.4737,96.54457,365.5678,33.69963,33.40659,49.71917
3294,634.9206,357.7534,96.52015,367.6435,34.18803,33.82173,49.89011
3295,636.1416,356.7766,96.54457,367.7656,34.40781,33.23565,49.89011
3296,641.0256,347.0085,96.54457,366.3004,34.70086,34.38339,50.37851
3297,649.5727,352.381,96.52015,363.4921,35.2381,34.11477,50.18315
3298,650.3053,346.2759,96.49573,358.6081,34.9939,34.35897,50.52503
3299,646.398,342.1245,96.52015,356.5324,35.31136,34.04151,50.06105
3300,650.3053,343.8339,96.49573,356.8987,34.7497,34.45665,50.25641
3301,649.3284,350.9158,96.52015,357.1429,34.89622,34.18803,49.32845
3302,647.8632,346.5201,96.52015,357.7534,33.69963,33.82173,49.52381
3303,634.9206,353.8462,96.52015,360.3175,33.89499,33.30891,49.20635
3304,631.2576,358.9744,96.52015,365.0794,33.38217,32.86935,49.30403
3305,632.967,364.1026,96.49573,368.6203,33.79731,32.94261,48.81563
3306,630.0366,356.7766,96.52015,369.3529,32.64957,32.86935,48.81563
3307,630.0366,359.9512,96.49573,370.4518,32.94261,32.62515,48.88889
3308,621.978,358.9744,96.52015,371.7949,33.01587,32.74725,48.88889
3309,627.3504,360.1954,96.52015,373.5043,33.08913,32.18559,49.05983
3310,628.8156,359.9512,96.49573,374.7253,33.21123,32.45421,48.76679
3311,628.083,356.2882,96.52015,374.2369,32.84493,32.96703,49.01099
3312,625.641,362.3932,96.52015,373.6264,32.94261,32.28327,48.49817
3313,620.2686,365.5678,96.52015,373.6264,32.45421,32.01465,48.84005
3314,618.5592,366.5446,96.54457,375.58,32.64957,31.84371,48.49817
3315,618.5592,367.5214,96.49573,376.6789,32.35653,31.72161,49.20635
3316,625.641,364.1026,96.52015,377.5336,33.40659,32.08791,49.47497
3317,632.967,351.4042,96.52015,374.8474,33.79731,32.82051,50.18315
3318,642.4908,346.0317,96.49573,368.9866,34.89622,33.30891,49.93895
3319,645.4212,346.7643,96.49573,363.4921,34.45665,34.04151,50.13431
3320,644.9328,343.3455,96.49573,361.0501,34.70086,34.28571,49.91453
3321,643.956,352.381,96.52015,360.6838,34.40781,33.91941,49.86569
3322,644.4444,351.6484,96.52015,361.4164,34.55434,33.74847,50.25641
3323,642.4908,345.7875,96.52015,362.149,34.9939,33.79731,50.32967
3324,647.3748,342.1245,96.52015,360.928,35.14042,34.11477,50.25641
3325,649.0842,344.3223,96.52015,358.1197,34.94506,34.38339,49.49939
3326,645.9096,340.9035,96.49573,357.0208,33.99267,34.43223,49.93895
3327,644.6886,347.4969,96.52015,357.7534,34.70086,33.52869,50.01221
3328,644.2002,346.0317,96.49573,359.3407,34.65202,33.89499,50.42735
3329,648.3516,336.0195,96.49573,360.928,35.26252,33.77289,49.86569
3330,650.5495,337.7289,96.52015,358.7302,34.40781,34.09035,49.91453
3331,645.9096,334.7985,96.52015,357.3871,34.65202,34.28571,49.47497
3332,642.2466,346.5201,96.52015,359.2186,33.84615,33.55311,49.89011
3333,630.525,343.1013,96.52015,362.5153,34.60318,33.21123,49.98779
3334,643.7118,343.8339,96.52015,364.2247,34.55434,33.52869,49.93895
3335,645.177,348.2295,96.49573,363.0037,34.84738,34.09035,49.76801
3336,647.3748,340.1709,96.49573,360.4396,34.35897,33.84615,49.57265
3337,643.4676,348.9621,96.52015,360.0733,34.09035,33.87057,49.64591
3338,638.0952,354.5788,96.49573,362.0269,34.16361,33.26007,49.20635
3339,634.188,350.9158,96.52015,363.9805,33.57753,33.30891,49.64591
3340,636.1416,357.5092,96.49573,365.6899,34.31013,32.77167,49.57265
3341,638.3394,343.1013,96.49573,366.5446,34.11477,33.33333,49.86569
3342,640.5372,343.1013,96.52015,366.4225,34.52992,33.62637,49.32845
3343,641.2698,349.6948,96.52015,364.2247,33.74847,33.50427,49.84127
3344,640.7814,348.4737,96.52015,363.7363,34.55434,33.69963,49.89011
3345,644.9328,341.8803,96.52015,363.8584,34.65202,33.72405,50.32967
3346,651.5263,340.9035,96.52015,361.4164,35.33578,34.18803,49.84127
3347,651.2821,339.6825,96.52015,358.9744,34.48107,34.57876,49.98779
3348,646.8864,347.0085,96.52015,356.8987,34.7497,34.38339,49.84127
3349,640.0488,348.4737,96.54457,357.265,34.38339,33.82173,49.79243
3350,641.514,349.2063,96.52015,360.6838,34.55434,33.47985,49.98779
3351,645.177,344.3223,96.52015,360.928,34.79854,33.74847,49.57265
3352,644.9328,348.4737,96.52015,360.6838,34.26129,33.72405,49.49939
3353,642.0024,353.1136,96.54457,360.0733,34.01709,33.84615,49.20635
3354,637.3626,355.3114,96.52015,362.3932,33.79731,33.35775,49.79243
3355,633.9438,347.0085,96.52015,366.9109,34.55434,32.91819,49.47497
3356,639.072,352.1368,96.52015,366.4225,34.04151,33.60195,49.74359
3357,641.2698,351.4042,96.52015,365.5678,34.45665,33.84615,49.37729
3358,642.9792,349.2063,96.52015,364.9573,33.89499,33.38217,49.67033
3359,637.1184,352.381,96.52015,364.2247,34.35897,33.30891,49.01099
3360,641.7582,355.0672,96.54457,364.4689,33.35775,33.82173,49.15751
3361,630.7692,349.939,96.54457,365.2015,33.57753,33.13797,48.44933
3362,626.3736,361.1722,96.54457,367.8877,32.50305,32.64957,48.84005
3363,623.199,365.812,96.52015,372.5275,33.13797,32.03907,49.20635
3364,627.1062,358.2418,96.52015,375.7021,33.57753,32.16117,49.37729
3365,639.072,351.16,96.52015,372.8938,33.94383,32.82051,49.47497
3366,633.9438,350.1832,96.52015,369.475,33.94383,33.94383,49.20635
3367,636.8742,355.7998,96.52015,368.1319,33.69963,33.35775,49.20635
3368,633.2112,360.1954,96.52015,367.8877,33.57753,32.82051,49.01099
3369,629.5482,359.2186,96.52015,368.6203,33.28449,32.77167,49.54823
3370,627.5946,358.2418,96.54457,370.0855,34.13919,32.67399,49.23077
3371,632.7228,355.3114,96.52015,370.4518,33.65079,33.11355,49.91453
3372,638.8278,347.2527,96.52015,370.0855,34.7497,32.89377,49.89011
3373,645.4212,344.3223,96.52015,366.4225,34.70086,33.99267,50.50061
3374,651.7705,339.1941,96.52015,362.149,35.6044,34.09035,50.08547
3375,650.3053,337.9731,96.54457,357.5092,34.9939,34.72528,50.28083
3376,650.5495,349.939,96.52015,356.2882,35.2381,34.6276,49.71917
3377,643.2234,352.1368,96.52015,356.2882,34.40781,33.89499,49.54823
3378,640.7814,357.265,96.54457,359.8291,34.18803,33.67521,49.30403
3379,634.6764,354.3346,96.54457,362.3932,33.87057,33.13797,49.18193
3380,632.2344,352.8694,96.52015,366.5446,33.69963,32.94261,49.18193
3381,632.7228,352.381,96.54457,367.6435,33.65079,32.69841,48.79121
3382,629.304,360.1954,96.54457,368.9866,33.08913,32.40537,49.08425
3383,626.862,357.7534,96.54457,370.5739,33.50427,32.35653,48.93773
3384,628.3272,356.2882,96.54457,372.1612,33.23565,32.64957,49.49939
3385,633.9438,351.16,96.52015,372.4054,34.09035,32.47863,49.20635
3386,636.1416,352.1368,96.52015,369.1087,33.69963,33.26007,49.69475
3387,638.5836,348.9621,96.52015,368.6203,34.38339,33.26007,49.62149
3388,639.072,349.2063,96.54457,367.3993,34.28571,33.65079,50.08547
3389,642.735,351.4042,96.52015,365.9341,35.01832,33.65079,49.57265
3390,641.514,340.6593,96.52015,363.1258,34.26129,33.84615,49.67033
3391,642.2466,349.939,96.54457,360.4396,34.40781,33.57753,49.10867
3392,631.5018,346.0317,96.54457,361.2943,33.55311,33.43101,49.25519
3393,630.0366,349.4505,96.54457,365.2015,33.74847,32.64957,49.76801
3394,636.63,349.2063,96.49573,367.2772,34.5055,32.84493,50.08547
3395,649.8169,346.2759,96.54457,366.3004,35.04274,33.77289,50.13431
3396,651.2821,341.1477,96.54457,358.2418,35.16484,34.38339,49.64591
3397,653.2357,342.1245,96.54457,357.3871,34.45665,34.28571,49.91453
3398,647.8632,353.602,96.52015,357.3871,34.79854,33.87057,49.52381
3399,641.2698,349.939,96.54457,358.3639,34.26129,33.65079,50.23199
3400,642.0024,347.2527,96.54457,359.8291,35.2381,33.47985,50.40293
3401,650.7937,346.7643,96.54457,360.3175,35.4823,33.96825,51.13553
3402,660.5617,330.4029,96.52015,355.6777,36.65446,34.65202,50.98901
3403,666.9109,323.5653,96.56899,348.84,36.50794,35.38462,50.79365
3404,669.3529,330.6471,96.54457,342.6129,36.23932,36.16606,49.91453
3405,663.2479,332.6007,96.52015,341.514,34.89622,35.77534,49.93895
3406,650.7937,341.3919,96.54457,345.0549,34.89622,34.7497,49.27961
3407,642.735,347.9853,96.54457,353.602,33.99267,34.18803,49.20635
3408,639.072,350.1832,96.52015,359.2186,33.82173,33.96825,49.13309
3409,629.5482,348.4737,96.52015,363.4921,33.69963,33.01587,49.30403
3410,630.0366,347.9853,96.54457,367.5214,33.99267,33.23565,49.42613
3411,639.3162,353.602,96.54457,368.0098,34.13919,33.28449,49.15751
3412,636.8742,352.8694,96.54457,366.5446,33.74847,33.79731,49.30403
3413,635.6532,354.823,96.54457,366.1783,33.99267,33.26007,49.10867
3414,634.188,350.1832,96.54457,366.4225,33.65079,32.89377,49.59707
3415,636.63,346.7643,96.54457,367.1551,34.55434,32.96703,49.40171
3416,636.63,346.7643,96.54457,367.1551,34.55434,32.96703,49.40171
3417,641.0256,344.8107,96.52015,364.7131,34.35897,33.60195,48.86447
3418,641.2698,355.5556,96.49573,363.6142,33.33333,33.65079,49.42613
3419,635.409,347.7411,96.54457,365.0794,34.09035,33.43101,49.74359
3420,639.5604,349.939,96.54457,366.4225,34.7497,33.21123,50.35409
3421,651.0379,338.4615,96.52015,363.1258,35.50672,34.13919,49.93895
3422,650.0611,333.8217,96.52015,358.3639,34.94506,34.57876,49.57265
3423,649.0842,339.6825,96.54457,356.7766,34.40781,34.60318,49.03541
3424,642.4908,347.2527,96.54457,357.1429,33.74847,34.18803,48.93773
3425,635.1648,353.8462,96.54457,361.0501,33.45543,33.13797,49.69475
3426,635.6532,348.4737,96.56899,366.1783,34.48107,32.57631,50.01221
3427,645.6654,341.3919,96.54457,366.3004,35.04274,33.26007,50.35409
3428,652.9915,337.4847,96.54457,362.2711,35.40904,34.55434,49.76801
3429,652.0147,341.8803,96.56899,356.1661,34.60318,34.65202,49.84127
3430,651.2821,345.0549,96.54457,355.3114,34.89622,34.48107,49.49939
3431,643.2234,346.5201,96.54457,356.7766,34.45665,33.30891,49.81685
3432,640.5372,348.2295,96.54457,360.4396,34.89622,33.65079,49.23077
3433,641.2698,344.5665,96.54457,361.9048,34.06593,34.04151,49.76801
3434,642.735,347.7411,96.56899,361.7827,34.67644,33.30891,49.81685
3435,645.9096,348.2295,96.54457,362.3932,34.92064,33.38217,50.20757
3436,653.4799,336.9963,96.54457,360.928,35.3602,34.26129,49.91453
3437,651.5263,339.1941,96.54457,356.6545,34.84738,34.52992,49.69475
3438,648.5958,344.0781,96.54457,356.4103,34.65202,34.35897,49.23077
3439,641.2698,353.602,96.56899,357.5092,34.11477,34.11477,48.91331
3440,632.2344,358.9744,96.56899,363.9805,33.38217,33.13797,49.08425
3441,628.3272,354.5788,96.54457,366.9109,33.79731,32.96703,49.25519
3442,628.3272,354.5788,96.54457,366.9109,33.79731,32.96703,49.25519
3443,632.967,342.6129,96.54457,368.8645,34.33455,32.62515,50.03663
3444,639.5604,345.7875,96.52015,368.254,35.4823,33.23565,50.25641
3445,654.7009,343.3455,96.54457,362.5153,35.65324,34.38339,50.54945
3446,656.8987,337.4847,96.54457,355.1893,35.31136,34.8718,49.79243
3447,655.6777,337.2405,96.52015,352.0147,35.09158,35.04274,50.28083
3448,653.2357,342.8571,96.54457,350.5495,35.45788,35.116,50.06105
3449,652.5031,345.7875,96.54457,352.8694,35.4823,34.96948,50.28083
3450,655.6777,333.8217,96.54457,353.602,35.26252,34.16361,49.62149
3451,653.9683,337.7289,96.56899,353.3578,34.52992,34.43223,49.40171
3452,651.2821,343.8339,96.54457,352.6252,33.67521,34.43223,48.79121
3453,645.4212,353.8462,96.54457,354.7009,33.26007,33.57753,48.76679
3454,631.5018,352.8694,96.54457,362.2711,33.21123,33.08913,48.66911
3455,629.0598,360.1954,96.54457,368.3761,33.26007,32.60073,48.84005
3456,629.7924,363.37,96.56899,370.2076,33.50427,32.94261,49.13309
3457,630.7692,358.7302,96.56899,370.696,33.74847,32.33211,49.01099
3458,630.7692,349.6948,96.54457,370.696,34.18803,33.01587,49.37729
3459,636.1416,351.16,96.56899,369.475,34.28571,33.16239,49.32845
3460,641.2698,349.939,96.56899,365.9341,34.70086,33.33333,49.74359
